activity_year,state_code,county_code,action_taken,aus_1,loan_purpose,applicant_sex,occupancy_type,construction_method,census_tract,debt_to_income_ratio,loan_to_value_ratio,income,loan_amount,total_units,applicant_age,intro_rate_period
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.325,1264,104000,315000,1,50,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Cash-out refinancing,Male,Principal residence,Site-built,17019010300,0.49,2603,57000,55000,1,60,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019010603,0.48,722,27000,105000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005500,0.38,1751,64000,135000,1,30,NA
2019,IL,Cumberland,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Not applicable,Female,Principal residence,Site-built,17035972600,0.44,1455,42000,45000,1,30,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Refinancing,Male,Principal residence,Site-built,17019001301,0.25,2640,92000,155000,1,40,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,information not provided by applicant,Principal residence,Site-built,17019010601,0.25,1580,242000,385000,1,40,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Second residence,Site-built,17019001205,0.37,2175,51000,55000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Other purpose,Male,Investment property,Site-built,17019001201,0.25,2307,123000,55000,1,60,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019010900,0.44,1264,55000,85000,1,40,NA
2019,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019005401,0.41000000000000003,1729,41000,85000,1,30,NA
2019,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019010700,0.325,1733,114000,145000,1,30,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019005701,0.42,1264,109000,155000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019010800,0.25,2872,66000,135000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001301,0.55,1685,50000,195000,1,30,NA
2019,IL,Coles,Loan originated,Guaranteed Underwriting System,Home purchase,Male,Principal residence,Site-built,17029000300,0.37,36,32000,65000,1,30,NA
2019,IL,Missing,Application denied,Loan Propspector (LP) or Loan Product Advisor,Home purchase,information not provided by applicant,Principal residence,Site-built,17019010500,0.55,2023,71000,65000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005600,0.44,1264,57000,75000,1,50,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019001100,0.38,1264,102000,155000,1,40,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Investment property,Site-built,17019001301,0.44,1051,226000,105000,1,40,NA
2019,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Female,Principal residence,Site-built,17019010900,0.36,1729,25000,95000,1,30,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019010603,0.25,1264,76000,195000,1,30,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Cash-out refinancing,Female,Principal residence,Site-built,17019010800,0.38,1264,138000,275000,1,40,NA
2019,IL,Missing,Application denied,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019001205,0.38,1693,237000,455000,1,70,NA
2019,IL,Missing,Loan originated,Guaranteed Underwriting System,Home purchase,Male,Principal residence,Site-built,17019010400,0.325,3341,34000,95000,1,30,NA
2019,IL,Missing,Application denied,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019001400,0.325,1693,132000,125000,1,30,NA
2019,IL,Missing,Application approved but not accepted,Not applicable,Refinancing,information not provided by applicant,Principal residence,Manufactured home,17019010603,0.325,3022,43000,35000,1,60,NA
2019,IL,Missing,Loan originated,Not applicable,Home purchase,Female,Principal residence,Manufactured home,17019010603,0.325,1580,37000,45000,1,60,NA
2019,IL,Missing,Application denied,Not applicable,Home improvement,Female,Principal residence,Site-built,17019005702,0.55,2681,117000,35000,1,30,1
2019,IL,Missing,Loan originated,Not applicable,Home improvement,Male,Principal residence,Site-built,17019001205,0.38,2909,127000,155000,1,50,1
2019,IL,Missing,Loan originated,Not applicable,Refinancing,Male,Principal residence,Site-built,17019000902,0.4,1260,131000,65000,1,60,1
2019,IL,Missing,Loan originated,Not applicable,Home improvement,Male,Principal residence,Site-built,17019010900,0.25,2480,118000,105000,1,40,1
2019,IL,Missing,Loan originated,Not applicable,Refinancing,Male,Principal residence,Site-built,17019001301,0.1,2655,177000,35000,1,50,1
2019,IL,Missing,Application denied,Not applicable,Refinancing,Female,Principal residence,Site-built,17019001302,0.7000000000000001,2454,25000,285000,1,50,36
2019,IL,Missing,Application denied,Not applicable,Cash-out refinancing,information not provided by applicant,Principal residence,Site-built,17019001302,0.44,2454,141000,285000,1,50,36
2019,IL,Missing,Application denied,Technology Open to Approved Lenders (TOTAL) Scorecard,Cash-out refinancing,Male,Principal residence,Site-built,17019001301,0.55,3366,77000,175000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019001205,0.325,1051,48000,175000,1,70,NA
2019,IL,Cumberland,Application approved but not accepted,Exempt,Home purchase,Female,Principal residence,Site-built,17035972500,0.325,1852,42000,55000,1,30,NA
2019,IL,Missing,Application approved but not accepted,Exempt,Cash-out refinancing,Male,Principal residence,Site-built,17019000800,0.325,1852,65000,105000,1,30,NA
2019,IL,Cumberland,Loan originated,Exempt,Cash-out refinancing,Female,Principal residence,Site-built,17035972600,0.325,1852,120000,265000,1,40,NA
2019,IL,Cumberland,Loan originated,Exempt,Refinancing,Female,Principal residence,Site-built,17035972500,0.325,1852,38000,75000,1,50,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019010603,0.1,2984,177000,225000,1,50,NA
2019,IL,Missing,Application denied,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019001206,0.55,2341,94000,285000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.25,4,93000,265000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019010900,0.1,2521,220000,285000,1,40,NA
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17029000500,0.25,1733,75000,65000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010700,0.25,3427,129000,295000,1,50,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home improvement,Male,Principal residence,Site-built,17019000800,0.55,1432,29000,75000,1,40,NA
2019,IL,Cumberland,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17035972600,0.45,2038,19000,35000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home improvement,Male,Principal residence,Site-built,17019000901,0.25,1430,34000,55000,1,50,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010500,0.25,2752,71000,95000,1,70,NA
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Home improvement,Male,Principal residence,Site-built,17029000500,0.4,2792,30000,65000,1,40,NA
2019,IL,Cumberland,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home improvement,Male,Principal residence,Site-built,17035972500,0.46,1153,43000,75000,1,60,NA
2019,IL,Coles,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17029001100,0.36,1733,92000,125000,1,30,NA
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17029001100,0.25,4,74000,85000,1,50,NA
2019,IL,Cumberland,Loan originated,Not applicable,Home purchase,Male,Principal residence,Site-built,17035972600,0.325,39,75000,155000,1,40,NA
2019,IL,Cumberland,Loan originated,Guaranteed Underwriting System,Home purchase,Male,Principal residence,Site-built,17035972500,0.25,1881,53000,65000,1,70,NA
2019,IL,Coles,Loan originated,Guaranteed Underwriting System,Home purchase,Female,Principal residence,Site-built,17029001200,0.25,39,48000,75000,1,60,NA
2019,IL,Coles,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17029000700,0.49,1733,19000,75000,1,30,NA
2019,IL,Coles,Loan originated,Guaranteed Underwriting System,Home purchase,Male,Principal residence,Site-built,17029000300,0.325,3479,37000,65000,1,50,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019001203,0.49,1264,50000,115000,1,70,NA
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17029000200,0.25,2578,64000,95000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001204,0.325,1852,207000,425000,1,50,NA
2019,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Female,Principal residence,Site-built,17019010500,0.325,1852,29000,45000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Principal residence,Site-built,17019005702,0.325,1852,41000,145000,1,50,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000500,0.325,1852,15000,55000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019001301,0.325,1852,1365000,95000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019010900,0.325,1852,119000,45000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019001000,0.325,1852,167000,25000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019001201,0.325,1852,1277000,75000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Second residence,Site-built,17019000500,0.325,1852,132000,35000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019001201,0.325,1852,39000,95000,1,30,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001206,0.325,1852,112000,115000,1,50,NA
2019,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005401,0.325,1852,176000,65000,1,50,NA
2019,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019001301,0.325,1852,39000,75000,1,30,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019011000,0.325,1852,131000,365000,3,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001302,0.325,1852,55000,15000,1,30,NA
2019,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005401,0.325,1852,234000,85000,2,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000901,0.325,1852,167000,15000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000901,0.325,1852,-11000,35000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000901,0.325,1852,35000,25000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000901,0.325,1852,299000,45000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000902,0.325,1852,134000,95000,1,40,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000902,0.325,1852,134000,85000,1,40,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000902,0.325,1852,159000,45000,1,40,NA
2019,IL,Missing,Loan originated,Exempt,Home purchase,Female,Investment property,Site-built,17019000902,0.325,1852,112000,85000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005300,0.325,1852,535000,95000,2,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019001205,0.325,1852,77000,225000,2,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Female,Investment property,Site-built,17019001201,0.325,1852,1199000,155000,2,50,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Female,Investment property,Site-built,17019001000,0.325,1852,74000,45000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Female,Investment property,Site-built,17019001203,0.325,1852,74000,35000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000700,0.325,1852,35000,25000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000700,0.325,1852,299000,15000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000902,0.325,1852,134000,65000,1,40,NA
2019,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019000902,0.325,1852,159000,115000,1,40,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Second residence,Site-built,17019010900,0.325,1852,415000,85000,2,50,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005300,0.325,1852,357000,55000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Investment property,Site-built,17019005300,0.325,1852,535000,135000,1,60,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Female,Investment property,Site-built,17019001000,0.325,1852,74000,25000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Female,Investment property,Site-built,17019001203,0.325,1852,74000,45000,1,70,NA
2019,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005800,0.325,1852,228000,115000,1,50,NA
2019,IL,Missing,Loan originated,Exempt,Home purchase,Female,Investment property,Site-built,17019000800,0.325,1852,23000,35000,1,30,NA
2019,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019001206,0.325,1852,343000,225000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17019005600,0.49,1264,230000,245000,1,50,NA
2019,IL,Missing,Application denied,Not applicable,Refinancing,Female,Principal residence,Site-built,17019010204,0.325,722,22000,55000,1,70,NA
2019,IL,Missing,Loan originated,Not applicable,Home improvement,Female,Principal residence,Site-built,17019005600,0.25,252,64000,55000,1,70,1
2019,IL,Missing,Application denied,Not applicable,Home improvement,Male,Principal residence,Site-built,17019001201,0.25,1264,38000,45000,1,30,1
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001100,0.38,309,120000,225000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005600,0.25,1399,78000,145000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005500,0.36,1693,103000,225000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.43,665,55000,135000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.25,1264,141000,275000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019010601,0.25,1264,46000,115000,1,50,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001301,0.325,1693,62000,195000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019000902,0.38,1751,66000,245000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Investment property,Site-built,17019001301,0.25,1264,119000,125000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010601,0.25,860,87000,185000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,information not provided by applicant,Principal residence,Site-built,17019010400,0.43,1076,26000,85000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005402,0.325,1751,100000,175000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.41000000000000003,1693,131000,185000,1,60,NA
2019,IL,Cumberland,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17035972500,0.325,1264,143000,195000,1,60,NA
2019,IL,Missing,Loan originated,Other,Home purchase,Male,Principal residence,Site-built,17019001205,0.25,1264,612000,515000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Second residence,Site-built,17019005500,0.25,1264,214000,85000,1,50,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001301,0.25,665,66000,115000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001206,0.47000000000000003,1693,87000,165000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000902,0.25,1264,130000,135000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005600,0.25,1264,71000,105000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010603,0.1,222,190000,105000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.25,1264,103000,255000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005600,0.325,1751,33000,75000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001301,0.25,1264,130000,335000,1,60,NA
2019,IL,Missing,Application approved but not accepted,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.49,1264,49000,115000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019010700,0.4,1193,51000,115000,1,30,NA
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Second residence,Site-built,17029000300,0.48,1580,41000,95000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.36,1580,72000,255000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.43,1693,53000,215000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001302,0.38,1443,69000,195000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010800,0.325,1693,92000,55000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001000,0.1,1264,79000,105000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001201,0.37,1751,40000,125000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019001203,0.325,801,73000,165000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019001302,0.25,1264,160000,385000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000902,0.44,1693,81000,205000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000800,0.25,1264,90000,145000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Second residence,Site-built,17019005702,0.43,1580,92000,135000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019011000,0.25,1693,54000,115000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001100,0.25,1693,58000,165000,1,30,NA
2019,IL,Missing,Application denied,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000902,0.7000000000000001,1751,15000,125000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019010603,0.43,1361,101000,485000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001301,0.325,1751,89000,185000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010800,0.44,1264,91000,75000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019001204,0.39,801,80000,185000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001204,0.25,1264,57000,185000,1,40,NA
2019,IL,Missing,Application approved but not accepted,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019001301,0.325,1264,118000,165000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.25,359,135000,155000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005701,0.25,1693,60000,145000,1,30,NA
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17029000600,0.42,922,56000,55000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,information not provided by applicant,Principal residence,Site-built,17019010603,0.4,1443,67000,255000,1,40,NA
2019,IL,Coles,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17029000700,0.4,1399,67000,125000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17019000902,0.47000000000000003,1076,52000,115000,1,30,NA
2019,IL,Missing,Loan originated,Other,Home purchase,Male,Principal residence,Site-built,17019001302,0.325,1399,301000,575000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000200,0.25,1693,31000,95000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019001205,0.49,1693,136000,275000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010500,0.43,1264,35000,135000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019001201,0.4,445,31000,75000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001302,0.325,1264,90000,255000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019001203,0.37,1264,62000,135000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.44,1264,95000,255000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019000902,0.325,1264,61000,95000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019010700,0.1,1264,334000,465000,1,50,NA
2019,IL,Missing,Application denied,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010601,0.325,1508,91000,145000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001201,0.325,1264,93000,105000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019000800,0.25,959,43000,55000,1,70,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001000,0.48,1264,110000,215000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001203,0.37,1264,36000,115000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001204,0.46,591,86000,205000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Investment property,Site-built,17019001400,0.1,1264,151000,155000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000500,0.4,1264,64000,95000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000800,0.42,1693,66000,205000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010100,0.325,1693,80000,115000,1,30,NA
2019,IL,Missing,Application denied,Desktop Underwriter (DU),Home purchase,Male,Second residence,Site-built,17019005800,0.325,959,212000,165000,1,60,NA
2019,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019001301,0.43,4,48000,175000,1,40,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005500,0.37,1051,24000,85000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005401,0.1,1264,56000,105000,1,50,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Second residence,Site-built,17019001000,0.325,1580,84000,145000,1,50,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001400,0.43,1693,104000,185000,1,30,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17019005701,0.25,1264,140000,115000,1,60,NA
2019,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.325,378,175000,205000,1,50,NA
